Sensor 0,Sensor 1,Sensor 2,Sensor 3,Time
2,529,1,-7,0.036551714
2,535,0,-7,0.036551714
3,540,1,-6,0.037548065
2,545,0,-7,0.03854537
2,548,0,-7,0.03854537
2,551,0,-6,0.039542675
3,552,2,-6,0.045810699
2,552,0,-7,0.046807289
2,554,1,-7,0.047804356
2,555,1,-6,0.047804356
2,557,1,-6,0.048801661
2,559,0,-7,0.049799442
2,561,0,-7,0.049799442
2,563,0,-7,0.050796509
2,563,1,-7,0.051793814
2,562,-1,-7,0.052791119
3,560,0,-6,0.052791119
2,555,0,-6,0.053788424
2,545,1,-7,0.055813551
2,530,0,-7,0.056781292
3,508,1,-7,0.056781292
2,471,0,-7,0.057779074
2,418,1,-7,0.05880475
2,339,0,-7,0.059773684
2,229,0,-7,0.059773684
1,116,1,-6,0.06079936
1,46,-1,-5,0.061797857
1,7,0,-4,0.061797857
0,6,-1,-3,0.002397299
1,10,0,-5,0.003393888
1,19,0,-5,0.004391432
2,38,0,-5,0.004391432
2,72,1,-6,0.005388737
2,109,0,-6,0.006391048
2,143,0,-6,0.006391048
2,173,0,-7,0.007384777
3,202,0,-6,0.00838089
2,231,1,-5,0.009350538
3,258,0,-7,0.011343241
2,281,0,-7,0.011343241
2,301,0,-6,0.012367249
3,319,-1,-6,0.013367414
3,334,1,-7,0.01437211
2,350,0,-7,0.01437211
2,364,0,-6,0.015362501
2,380,0,-6,0.016359568
2,396,0,-6,0.016359568
3,410,0,-6,0.017357349
2,423,0,-5,0.018353939
3,437,1,-6,0.018353939
2,448,2,-6,0.019351244
2,459,1,-6,0.021347284
2,469,0,-7,0.022351742
3,478,0,-6,0.022351742
2,487,0,-6,0.0233109
2,495,0,-6,0.024339676
2,501,0,-7,0.025339603
2,507,1,-6,0.025339603
3,512,0,-6,0.026335716
2,517,0,-7,0.027302265
1,521,1,-7,0.028330326
2,525,1,-7,0.029295683
3,530,1,-6,0.031290293
2,532,1,-7,0.031290293
2,537,1,-7,0.032316923
2,541,0,-7,0.033317566
2,544,1,-6,0.034311533
2,546,0,-6,0.034311533
2,547,1,-6,0.03531146
2,549,0,-6,0.03631115
3,549,1,-7,0.03631115
2,549,1,-6,0.037274599
3,550,0,-6,0.038300753
3,550,1,-7,0.039289713
2,551,0,-7,0.039289713
2,550,1,-6,0.041263819
2,550,1,-7,0.043280602
3,549,1,-6,0.043280602
3,547,0,-7,0.04428196
2,541,1,-6,0.045281887
2,531,0,-6,0.046278954
2,514,0,-6,0.046278954
2,485,0,-6,0.047277927
2,440,0,-6,0.048273802
2,372,1,-6,0.048273802
